================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   r   r   r   r   r   r   r   r   r   r   s   r 
 in 1e-09 sec | l   e   t   a   a   a   a   a   a   a   a   a   a   a   c   e 
              | k   s   a   m   m   m   m   m   m   m   m   m   m   m   o   a 
              |     e   r   _   _   _   _   _   _   _   _   _   _   _   r   d 
              |     t   t   i   o   a   a   a   a   a   a   a   a   w   e   y 
              |             n   u   d   d   d   d   d   d   d   d   r         
              |                 t   d   d   d   d   d   d   d   d   i         
              |                     r   r   r   r   r   r   r   r   t         
              |                     _   _   _   _   _   _   _   _   e         
      32960.0 | 1   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
      33120.0 | 0   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
      33280.0 | 1   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
      33283.9 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      33284.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      33285.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      33440.0 | 0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      33600.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      33603.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      33760.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      33920.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      34080.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      34240.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      34242.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34244.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      34245.4 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34400.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34560.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34720.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34880.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34882.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      35040.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      35200.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      35360.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      35520.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      35522.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      35524.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      35525.4 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      35680.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      35840.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      36000.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      36160.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      36162.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      36320.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      36480.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      36640.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      36800.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      36802.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      36804.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      36805.4 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      36960.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      37120.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      37280.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      37440.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      37442.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      37600.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      37760.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      37920.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      38080.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      38082.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      38084.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      38085.4 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      38240.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      38400.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      38403.8 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      38405.8 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      38560.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      38720.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      38722.3 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      38722.5 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      38880.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      39040.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      39200.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      39360.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      39520.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      39680.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      39682.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      39840.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      40000.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      40160.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      40320.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      40480.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      40640.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      40642.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      40800.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      40960.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      41120.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      41280.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      41440.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      41600.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      41602.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      41760.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      41920.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      42080.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      42240.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      42400.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      42560.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      42562.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      42720.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      42880.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      43040.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      43200.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      43360.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      43520.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      43522.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      43680.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      43840.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      44000.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      44160.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      44320.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      44480.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      44482.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      44640.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      44800.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      44960.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      45120.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      45280.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      45440.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      45442.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      45600.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      45760.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      45920.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      46080.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      46240.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      46400.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      46402.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      46560.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      46720.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      46720.8 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   1   0
      46724.9 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   1   0
      46726.3 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   1   0
      46880.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   1   0
      47040.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   1   0
      47040.7 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      47200.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      47360.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      47363.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      47365.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      47365.8 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      47520.0 | 0   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      47680.0 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      47683.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      47684.4 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      47686.2 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      47840.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      48000.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      48002.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      48003.7 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      48004.7 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      48160.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      48320.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      48480.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      48640.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      48643.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      48645.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      48645.8 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      48800.0 | 0   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      48960.0 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      48963.1 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      48964.4 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      48966.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      49120.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      49280.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      49282.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      49283.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      49284.7 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      49440.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      49600.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      49760.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      49920.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      49923.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      49925.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      49925.8 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      50080.0 | 0   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      50240.0 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      50243.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      50244.4 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      50246.2 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      50400.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      50560.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      50562.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      50563.7 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      50564.7 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      50720.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      50880.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      51040.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      51200.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      51203.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      51205.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      51205.8 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      51360.0 | 0   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      51520.0 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      51523.1 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      51524.4 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      51526.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      51680.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      51840.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      51842.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      51843.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      51844.7 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      52000.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      52160.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      52320.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      52480.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      52483.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      52485.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      52485.8 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      52640.0 | 0   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      52800.0 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      52803.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      52804.4 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      52806.2 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      52960.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      53120.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      53122.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      53123.7 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      53124.7 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      53280.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      53440.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      53600.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      53760.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      53763.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      53765.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      53765.8 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      53920.0 | 0   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      54080.0 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      54083.1 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      54084.4 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      54086.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      54240.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      54400.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      54402.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      54403.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      54404.7 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      54560.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      54720.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      54880.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      55040.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      55043.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      55045.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      55045.8 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      55200.0 | 0   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      55360.0 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      55363.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      55364.4 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      55366.2 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      55520.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      55680.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      55682.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      55683.7 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      55684.7 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      55840.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      56000.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      56160.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      56320.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      56323.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      56325.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      56325.8 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      56480.0 | 0   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      56640.0 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      56643.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      56646.3 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      56647.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      56800.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      56960.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      56962.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      56962.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      57120.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      57280.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      57440.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      57600.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      57605.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      57605.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      57760.0 | 0   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      57920.0 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      57923.1 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      57926.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      58080.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      58240.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      58242.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      58400.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      58560.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      58720.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      58880.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      58885.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      58885.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      58885.8 | 1   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      59040.0 | 0   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      59200.0 | 1   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      59203.1 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      59206.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      59360.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      59520.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      59522.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      59680.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      59840.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      60000.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      60160.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      60165.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      60165.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      60320.0 | 0   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      60480.0 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      60483.1 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      60486.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      60640.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      60800.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      60802.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      60960.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      61120.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      61280.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      61440.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      61445.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      61445.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      61445.8 | 1   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      61600.0 | 0   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      61760.0 | 1   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      61763.1 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      61766.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      61920.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      62080.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      62082.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      62240.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      62400.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      62560.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      62720.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      62725.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      62725.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      62880.0 | 0   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      63040.0 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      63043.1 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      63046.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      63200.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      63360.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      63362.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      63520.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      63680.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      63840.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      64000.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      64005.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      64005.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      64005.8 | 1   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      64160.0 | 0   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      64320.0 | 1   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      64323.1 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      64326.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      64480.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      64640.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      64642.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      64800.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      64960.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      65120.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
